"Var1";"Var2";"Var3";"Freq"
"4048";"2007";"Mg2-3";"midlow";NA
"4049";"2008";"Mg2-3";"midlow";NA
"4050";"2009";"Mg2-3";"midlow";NA
"4051";"2010";"Mg2-3";"midlow";NA
"4052";"2011";"Mg2-3";"midlow";NA
"4053";"2012";"Mg2-3";"midlow";NA
"4054";"1992";"mg3";"midlow";NA
"4055";"1993";"mg3";"midlow";NA
"4056";"1994";"mg3";"midlow";1820
"4057";"1995";"mg3";"midlow";1750
"4058";"1996";"mg3";"midlow";470
"4059";"1997";"mg3";"midlow";180
"4060";"1998";"mg3";"midlow";2320
"4061";"1999";"mg3";"midlow";4240
"4062";"2000";"mg3";"midlow";1350
"4063";"2001";"mg3";"midlow";2240
"4064";"2002";"mg3";"midlow";730
"4065";"2003";"mg3";"midlow";2710
"4066";"2004";"mg3";"midlow";NA
"4067";"2005";"mg3";"midlow";1350
"4068";"2006";"mg3";"midlow";NA
"4069";"2007";"mg3";"midlow";NA
"4070";"2008";"mg3";"midlow";NA
"4071";"2009";"mg3";"midlow";790
"4072";"2010";"mg3";"midlow";1330
"4073";"2011";"mg3";"midlow";NA
"4074";"2012";"mg3";"midlow";760
"4075";"1992";"mg3-1";"midlow";NA
"4076";"1993";"mg3-1";"midlow";NA
"4077";"1994";"mg3-1";"midlow";NA
"4078";"1995";"mg3-1";"midlow";NA
"4079";"1996";"mg3-1";"midlow";NA
"4080";"1997";"mg3-1";"midlow";NA
"4081";"1998";"mg3-1";"midlow";NA
"4082";"1999";"mg3-1";"midlow";NA
"4083";"2000";"mg3-1";"midlow";NA
"4084";"2001";"mg3-1";"midlow";NA
"4085";"2002";"mg3-1";"midlow";NA
"4086";"2003";"mg3-1";"midlow";NA
"4087";"2004";"mg3-1";"midlow";690
"4088";"2005";"mg3-1";"midlow";NA
"4089";"2006";"mg3-1";"midlow";810
"4090";"2007";"mg3-1";"midlow";NA
"4091";"2008";"mg3-1";"midlow";NA
"4092";"2009";"mg3-1";"midlow";NA
"4093";"2010";"mg3-1";"midlow";NA
"4094";"2011";"mg3-1";"midlow";NA
"4095";"2012";"mg3-1";"midlow";NA
"4096";"1992";"Mg3-1";"midlow";NA
"4097";"1993";"Mg3-1";"midlow";NA
"4098";"1994";"Mg3-1";"midlow";NA
"4099";"1995";"Mg3-1";"midlow";NA
"4100";"1996";"Mg3-1";"midlow";NA
"4101";"1997";"Mg3-1";"midlow";NA
"4102";"1998";"Mg3-1";"midlow";NA
"4103";"1999";"Mg3-1";"midlow";NA
"4104";"2000";"Mg3-1";"midlow";NA
"4105";"2001";"Mg3-1";"midlow";NA
"4106";"2002";"Mg3-1";"midlow";NA
"4107";"2003";"Mg3-1";"midlow";NA
"4108";"2004";"Mg3-1";"midlow";NA
"4109";"2005";"Mg3-1";"midlow";NA
"4110";"2006";"Mg3-1";"midlow";NA
"4111";"2007";"Mg3-1";"midlow";NA
"4112";"2008";"Mg3-1";"midlow";1650
"4113";"2009";"Mg3-1";"midlow";NA
"4114";"2010";"Mg3-1";"midlow";NA
"4115";"2011";"Mg3-1";"midlow";1320
"4116";"2012";"Mg3-1";"midlow";NA
"4117";"1992";"mg3-2";"midlow";NA
"4118";"1993";"mg3-2";"midlow";NA
"4119";"1994";"mg3-2";"midlow";NA
"4120";"1995";"mg3-2";"midlow";NA
"4121";"1996";"mg3-2";"midlow";NA
"4122";"1997";"mg3-2";"midlow";NA
"4123";"1998";"mg3-2";"midlow";NA
"4124";"1999";"mg3-2";"midlow";NA
"4125";"2000";"mg3-2";"midlow";NA
"4126";"2001";"mg3-2";"midlow";NA
"4127";"2002";"mg3-2";"midlow";NA
"4128";"2003";"mg3-2";"midlow";NA
"4129";"2004";"mg3-2";"midlow";1170
"4130";"2005";"mg3-2";"midlow";NA
"4131";"2006";"mg3-2";"midlow";630
"4132";"2007";"mg3-2";"midlow";NA
"4133";"2008";"mg3-2";"midlow";NA
"4134";"2009";"mg3-2";"midlow";NA
"4135";"2010";"mg3-2";"midlow";NA
"4136";"2011";"mg3-2";"midlow";NA
"4137";"2012";"mg3-2";"midlow";NA
"4138";"1992";"Mg3-2";"midlow";NA
"4139";"1993";"Mg3-2";"midlow";NA
"4140";"1994";"Mg3-2";"midlow";NA
"4141";"1995";"Mg3-2";"midlow";NA
"4142";"1996";"Mg3-2";"midlow";NA
"4143";"1997";"Mg3-2";"midlow";NA
"4144";"1998";"Mg3-2";"midlow";NA
"4145";"1999";"Mg3-2";"midlow";NA
"4146";"2000";"Mg3-2";"midlow";NA
"4147";"2001";"Mg3-2";"midlow";NA
"4148";"2002";"Mg3-2";"midlow";NA
"4149";"2003";"Mg3-2";"midlow";NA
"4150";"2004";"Mg3-2";"midlow";NA
"4151";"2005";"Mg3-2";"midlow";NA
"4152";"2006";"Mg3-2";"midlow";NA
"4153";"2007";"Mg3-2";"midlow";NA
"4154";"2008";"Mg3-2";"midlow";270
"4155";"2009";"Mg3-2";"midlow";NA
"4156";"2010";"Mg3-2";"midlow";NA
"4157";"2011";"Mg3-2";"midlow";1470
"4158";"2012";"Mg3-2";"midlow";NA
"4159";"1992";"mg3-3";"midlow";NA
"4160";"1993";"mg3-3";"midlow";NA
"4161";"1994";"mg3-3";"midlow";NA
"4162";"1995";"mg3-3";"midlow";NA
"4163";"1996";"mg3-3";"midlow";NA
"4164";"1997";"mg3-3";"midlow";NA
"4165";"1998";"mg3-3";"midlow";NA
"4166";"1999";"mg3-3";"midlow";NA
"4167";"2000";"mg3-3";"midlow";NA
"4168";"2001";"mg3-3";"midlow";NA
"4169";"2002";"mg3-3";"midlow";NA
"4170";"2003";"mg3-3";"midlow";NA
"4171";"2004";"mg3-3";"midlow";1260
"4172";"2005";"mg3-3";"midlow";NA
"4173";"2006";"mg3-3";"midlow";510
"4174";"2007";"mg3-3";"midlow";NA
"4175";"2008";"mg3-3";"midlow";NA
"4176";"2009";"mg3-3";"midlow";NA
"4177";"2010";"mg3-3";"midlow";NA
"4178";"2011";"mg3-3";"midlow";NA
"4179";"2012";"mg3-3";"midlow";NA
"4180";"1992";"Mg3-3";"midlow";NA
"4181";"1993";"Mg3-3";"midlow";NA
"4182";"1994";"Mg3-3";"midlow";NA
"4183";"1995";"Mg3-3";"midlow";NA
"4184";"1996";"Mg3-3";"midlow";NA
"4185";"1997";"Mg3-3";"midlow";NA
"4186";"1998";"Mg3-3";"midlow";NA
"4187";"1999";"Mg3-3";"midlow";NA
"4188";"2000";"Mg3-3";"midlow";NA
"4189";"2001";"Mg3-3";"midlow";NA
"4190";"2002";"Mg3-3";"midlow";NA
"4191";"2003";"Mg3-3";"midlow";NA
"4192";"2004";"Mg3-3";"midlow";NA
"4193";"2005";"Mg3-3";"midlow";NA
"4194";"2006";"Mg3-3";"midlow";NA
"4195";"2007";"Mg3-3";"midlow";NA
"4196";"2008";"Mg3-3";"midlow";1170
"4197";"2009";"Mg3-3";"midlow";NA
"4198";"2010";"Mg3-3";"midlow";NA
"4199";"2011";"Mg3-3";"midlow";1980
"4200";"2012";"Mg3-3";"midlow";NA
"4201";"1992";"mg4";"midlow";NA
"4202";"1993";"mg4";"midlow";NA
"4203";"1994";"mg4";"midlow";NA
"4204";"1995";"mg4";"midlow";NA
"4205";"1996";"mg4";"midlow";NA
"4206";"1997";"mg4";"midlow";NA
"4207";"1998";"mg4";"midlow";NA
"4208";"1999";"mg4";"midlow";NA
"4209";"2000";"mg4";"midlow";NA
"4210";"2001";"mg4";"midlow";NA
"4211";"2002";"mg4";"midlow";NA
"4212";"2003";"mg4";"midlow";NA
"4213";"2004";"mg4";"midlow";NA
"4214";"2005";"mg4";"midlow";NA
"4215";"2006";"mg4";"midlow";NA
"4216";"2007";"mg4";"midlow";NA
"4217";"2008";"mg4";"midlow";NA
"4218";"2009";"mg4";"midlow";NA
"4219";"2010";"mg4";"midlow";NA
"4220";"2011";"mg4";"midlow";NA
"4221";"2012";"mg4";"midlow";NA
"4222";"1992";"mg4-1";"midlow";NA
"4223";"1993";"mg4-1";"midlow";NA
"4224";"1994";"mg4-1";"midlow";NA
"4225";"1995";"mg4-1";"midlow";NA
"4226";"1996";"mg4-1";"midlow";NA
"4227";"1997";"mg4-1";"midlow";NA
"4228";"1998";"mg4-1";"midlow";NA
"4229";"1999";"mg4-1";"midlow";NA
"4230";"2000";"mg4-1";"midlow";NA
"4231";"2001";"mg4-1";"midlow";NA
"4232";"2002";"mg4-1";"midlow";NA
"4233";"2003";"mg4-1";"midlow";NA
"4234";"2004";"mg4-1";"midlow";NA
"4235";"2005";"mg4-1";"midlow";NA
"4236";"2006";"mg4-1";"midlow";NA
"4237";"2007";"mg4-1";"midlow";NA
"4238";"2008";"mg4-1";"midlow";NA
"4239";"2009";"mg4-1";"midlow";NA
"4240";"2010";"mg4-1";"midlow";NA
"4241";"2011";"mg4-1";"midlow";NA
"4242";"2012";"mg4-1";"midlow";NA
"4243";"1992";"Mg4-1";"midlow";NA
"4244";"1993";"Mg4-1";"midlow";NA
"4245";"1994";"Mg4-1";"midlow";NA
"4246";"1995";"Mg4-1";"midlow";NA
"4247";"1996";"Mg4-1";"midlow";NA
"4248";"1997";"Mg4-1";"midlow";NA
"4249";"1998";"Mg4-1";"midlow";NA
"4250";"1999";"Mg4-1";"midlow";NA
"4251";"2000";"Mg4-1";"midlow";NA
"4252";"2001";"Mg4-1";"midlow";NA
"4253";"2002";"Mg4-1";"midlow";NA
"4254";"2003";"Mg4-1";"midlow";NA
"4255";"2004";"Mg4-1";"midlow";NA
"4256";"2005";"Mg4-1";"midlow";NA
"4257";"2006";"Mg4-1";"midlow";NA
"4258";"2007";"Mg4-1";"midlow";NA
"4259";"2008";"Mg4-1";"midlow";NA
"4260";"2009";"Mg4-1";"midlow";NA
"4261";"2010";"Mg4-1";"midlow";NA
"4262";"2011";"Mg4-1";"midlow";NA
"4263";"2012";"Mg4-1";"midlow";NA
"4264";"1992";"mg4-2";"midlow";NA
"4265";"1993";"mg4-2";"midlow";NA
"4266";"1994";"mg4-2";"midlow";NA
"4267";"1995";"mg4-2";"midlow";NA
"4268";"1996";"mg4-2";"midlow";NA
"4269";"1997";"mg4-2";"midlow";NA
"4270";"1998";"mg4-2";"midlow";NA
"4271";"1999";"mg4-2";"midlow";NA
"4272";"2000";"mg4-2";"midlow";NA
"4273";"2001";"mg4-2";"midlow";NA
"4274";"2002";"mg4-2";"midlow";NA
"4275";"2003";"mg4-2";"midlow";NA
"4276";"2004";"mg4-2";"midlow";NA
"4277";"2005";"mg4-2";"midlow";NA
"4278";"2006";"mg4-2";"midlow";NA
"4279";"2007";"mg4-2";"midlow";NA
"4280";"2008";"mg4-2";"midlow";NA
"4281";"2009";"mg4-2";"midlow";NA
"4282";"2010";"mg4-2";"midlow";NA
"4283";"2011";"mg4-2";"midlow";NA
"4284";"2012";"mg4-2";"midlow";NA
"4285";"1992";"Mg4-2";"midlow";NA
"4286";"1993";"Mg4-2";"midlow";NA
"4287";"1994";"Mg4-2";"midlow";NA
"4288";"1995";"Mg4-2";"midlow";NA
"4289";"1996";"Mg4-2";"midlow";NA
"4290";"1997";"Mg4-2";"midlow";NA
"4291";"1998";"Mg4-2";"midlow";NA
"4292";"1999";"Mg4-2";"midlow";NA
"4293";"2000";"Mg4-2";"midlow";NA
"4294";"2001";"Mg4-2";"midlow";NA
"4295";"2002";"Mg4-2";"midlow";NA
"4296";"2003";"Mg4-2";"midlow";NA
"4297";"2004";"Mg4-2";"midlow";NA
"4298";"2005";"Mg4-2";"midlow";NA
"4299";"2006";"Mg4-2";"midlow";NA
"4300";"2007";"Mg4-2";"midlow";NA
"4301";"2008";"Mg4-2";"midlow";NA
"4302";"2009";"Mg4-2";"midlow";NA
"4303";"2010";"Mg4-2";"midlow";NA
"4304";"2011";"Mg4-2";"midlow";NA
"4305";"2012";"Mg4-2";"midlow";NA
"4306";"1992";"mg4-3";"midlow";NA
"4307";"1993";"mg4-3";"midlow";NA
"4308";"1994";"mg4-3";"midlow";NA
"4309";"1995";"mg4-3";"midlow";NA
"4310";"1996";"mg4-3";"midlow";NA
"4311";"1997";"mg4-3";"midlow";NA
"4312";"1998";"mg4-3";"midlow";NA
"4313";"1999";"mg4-3";"midlow";NA
"4314";"2000";"mg4-3";"midlow";NA
"4315";"2001";"mg4-3";"midlow";NA
"4316";"2002";"mg4-3";"midlow";NA
"4317";"2003";"mg4-3";"midlow";NA
"4318";"2004";"mg4-3";"midlow";NA
"4319";"2005";"mg4-3";"midlow";NA
"4320";"2006";"mg4-3";"midlow";NA
"4321";"2007";"mg4-3";"midlow";NA
"4322";"2008";"mg4-3";"midlow";NA
"4323";"2009";"mg4-3";"midlow";NA
"4324";"2010";"mg4-3";"midlow";NA
"4325";"2011";"mg4-3";"midlow";NA
"4326";"2012";"mg4-3";"midlow";NA
"4327";"1992";"Mg4-3";"midlow";NA
"4328";"1993";"Mg4-3";"midlow";NA
"4329";"1994";"Mg4-3";"midlow";NA
"4330";"1995";"Mg4-3";"midlow";NA
"4331";"1996";"Mg4-3";"midlow";NA
"4332";"1997";"Mg4-3";"midlow";NA
"4333";"1998";"Mg4-3";"midlow";NA
"4334";"1999";"Mg4-3";"midlow";NA
"4335";"2000";"Mg4-3";"midlow";NA
"4336";"2001";"Mg4-3";"midlow";NA
"4337";"2002";"Mg4-3";"midlow";NA
"4338";"2003";"Mg4-3";"midlow";NA
"4339";"2004";"Mg4-3";"midlow";NA
"4340";"2005";"Mg4-3";"midlow";NA
"4341";"2006";"Mg4-3";"midlow";NA
"4342";"2007";"Mg4-3";"midlow";NA
"4343";"2008";"Mg4-3";"midlow";NA
"4344";"2009";"Mg4-3";"midlow";NA
"4345";"2010";"Mg4-3";"midlow";NA
"4346";"2011";"Mg4-3";"midlow";NA
"4347";"2012";"Mg4-3";"midlow";NA
"4348";"1992";"mg5";"midlow";NA
"4349";"1993";"mg5";"midlow";NA
"4350";"1994";"mg5";"midlow";NA
"4351";"1995";"mg5";"midlow";NA
"4352";"1996";"mg5";"midlow";NA
"4353";"1997";"mg5";"midlow";NA
"4354";"1998";"mg5";"midlow";NA
"4355";"1999";"mg5";"midlow";NA
"4356";"2000";"mg5";"midlow";NA
"4357";"2001";"mg5";"midlow";NA
"4358";"2002";"mg5";"midlow";NA
"4359";"2003";"mg5";"midlow";NA
"4360";"2004";"mg5";"midlow";NA
"4361";"2005";"mg5";"midlow";NA
"4362";"2006";"mg5";"midlow";NA
"4363";"2007";"mg5";"midlow";NA
"4364";"2008";"mg5";"midlow";NA
"4365";"2009";"mg5";"midlow";NA
"4366";"2010";"mg5";"midlow";NA
"4367";"2011";"mg5";"midlow";NA
"4368";"2012";"mg5";"midlow";NA
"4369";"1992";"mg6";"midlow";NA
"4370";"1993";"mg6";"midlow";NA
"4371";"1994";"mg6";"midlow";NA
"4372";"1995";"mg6";"midlow";NA
"4373";"1996";"mg6";"midlow";NA
"4374";"1997";"mg6";"midlow";NA
"4375";"1998";"mg6";"midlow";NA
"4376";"1999";"mg6";"midlow";NA
"4377";"2000";"mg6";"midlow";NA
"4378";"2001";"mg6";"midlow";NA
"4379";"2002";"mg6";"midlow";NA
"4380";"2003";"mg6";"midlow";NA
"4381";"2004";"mg6";"midlow";NA
"4382";"2005";"mg6";"midlow";NA
"4383";"2006";"mg6";"midlow";NA
"4384";"2007";"mg6";"midlow";NA
"4385";"2008";"mg6";"midlow";NA
"4386";"2009";"mg6";"midlow";NA
"4387";"2010";"mg6";"midlow";NA
"4388";"2011";"mg6";"midlow";NA
"4389";"2012";"mg6";"midlow";NA
"4390";"1992";"mg7";"midlow";NA
"4391";"1993";"mg7";"midlow";230
"4392";"1994";"mg7";"midlow";NA
"4393";"1995";"mg7";"midlow";NA
"4394";"1996";"mg7";"midlow";NA
"4395";"1997";"mg7";"midlow";NA
"4396";"1998";"mg7";"midlow";NA
"4397";"1999";"mg7";"midlow";NA
"4398";"2000";"mg7";"midlow";NA
"4399";"2001";"mg7";"midlow";NA
"4400";"2002";"mg7";"midlow";NA
"4401";"2003";"mg7";"midlow";NA
"4402";"2004";"mg7";"midlow";NA
"4403";"2005";"mg7";"midlow";NA
"4404";"2006";"mg7";"midlow";NA
"4405";"2007";"mg7";"midlow";NA
"4406";"2008";"mg7";"midlow";NA
"4407";"2009";"mg7";"midlow";NA
"4408";"2010";"mg7";"midlow";NA
"4409";"2011";"mg7";"midlow";NA
"4410";"2012";"mg7";"midlow";NA
"4411";"1992";"mg8";"midlow";NA
"4412";"1993";"mg8";"midlow";90
"4413";"1994";"mg8";"midlow";NA
"4414";"1995";"mg8";"midlow";NA
"4415";"1996";"mg8";"midlow";NA
"4416";"1997";"mg8";"midlow";NA
"4417";"1998";"mg8";"midlow";NA
"4418";"1999";"mg8";"midlow";NA
"4419";"2000";"mg8";"midlow";NA
"4420";"2001";"mg8";"midlow";NA
"4421";"2002";"mg8";"midlow";NA
"4422";"2003";"mg8";"midlow";NA
"4423";"2004";"mg8";"midlow";NA
"4424";"2005";"mg8";"midlow";NA
"4425";"2006";"mg8";"midlow";NA
"4426";"2007";"mg8";"midlow";NA
"4427";"2008";"mg8";"midlow";NA
"4428";"2009";"mg8";"midlow";NA
"4429";"2010";"mg8";"midlow";NA
"4430";"2011";"mg8";"midlow";NA
"4431";"2012";"mg8";"midlow";NA
"4432";"1992";"mg9";"midlow";NA
"4433";"1993";"mg9";"midlow";240
"4434";"1994";"mg9";"midlow";NA
"4435";"1995";"mg9";"midlow";NA
"4436";"1996";"mg9";"midlow";NA
"4437";"1997";"mg9";"midlow";NA
"4438";"1998";"mg9";"midlow";NA
"4439";"1999";"mg9";"midlow";NA
"4440";"2000";"mg9";"midlow";NA
"4441";"2001";"mg9";"midlow";NA
"4442";"2002";"mg9";"midlow";NA
"4443";"2003";"mg9";"midlow";NA
"4444";"2004";"mg9";"midlow";NA
"4445";"2005";"mg9";"midlow";NA
"4446";"2006";"mg9";"midlow";NA
"4447";"2007";"mg9";"midlow";NA
"4448";"2008";"mg9";"midlow";NA
"4449";"2009";"mg9";"midlow";NA
"4450";"2010";"mg9";"midlow";NA
"4451";"2011";"mg9";"midlow";NA
"4452";"2012";"mg9";"midlow";NA
