"Var1";"Var2";"Var3";"Freq"
"1429";"1992";"mg1-1";"low";NA
"1430";"1993";"mg1-1";"low";NA
"1431";"1994";"mg1-1";"low";NA
"1432";"1995";"mg1-1";"low";NA
"1433";"1996";"mg1-1";"low";NA
"1434";"1997";"mg1-1";"low";NA
"1435";"1998";"mg1-1";"low";NA
"1436";"1999";"mg1-1";"low";NA
"1437";"2000";"mg1-1";"low";NA
"1438";"2001";"mg1-1";"low";NA
"1439";"2002";"mg1-1";"low";NA
"1440";"2003";"mg1-1";"low";NA
"1441";"2004";"mg1-1";"low";NA
"1442";"2005";"mg1-1";"low";NA
"1443";"2006";"mg1-1";"low";NA
"1444";"2007";"mg1-1";"low";NA
"1445";"2008";"mg1-1";"low";NA
"1446";"2009";"mg1-1";"low";NA
"1447";"2010";"mg1-1";"low";NA
"1448";"2011";"mg1-1";"low";NA
"1449";"2012";"mg1-1";"low";NA
"1450";"1992";"Mg1-1";"low";NA
"1451";"1993";"Mg1-1";"low";NA
"1452";"1994";"Mg1-1";"low";NA
"1453";"1995";"Mg1-1";"low";NA
"1454";"1996";"Mg1-1";"low";NA
"1455";"1997";"Mg1-1";"low";NA
"1456";"1998";"Mg1-1";"low";NA
"1457";"1999";"Mg1-1";"low";NA
"1458";"2000";"Mg1-1";"low";NA
"1459";"2001";"Mg1-1";"low";NA
"1460";"2002";"Mg1-1";"low";NA
"1461";"2003";"Mg1-1";"low";NA
"1462";"2004";"Mg1-1";"low";NA
"1463";"2005";"Mg1-1";"low";NA
"1464";"2006";"Mg1-1";"low";NA
"1465";"2007";"Mg1-1";"low";NA
"1466";"2008";"Mg1-1";"low";NA
"1467";"2009";"Mg1-1";"low";NA
"1468";"2010";"Mg1-1";"low";NA
"1469";"2011";"Mg1-1";"low";NA
"1470";"2012";"Mg1-1";"low";NA
"1471";"1992";"mg12";"low";10
"1472";"1993";"mg12";"low";10
"1473";"1994";"mg12";"low";NA
"1474";"1995";"mg12";"low";NA
"1475";"1996";"mg12";"low";NA
"1476";"1997";"mg12";"low";NA
"1477";"1998";"mg12";"low";NA
"1478";"1999";"mg12";"low";NA
"1479";"2000";"mg12";"low";NA
"1480";"2001";"mg12";"low";NA
"1481";"2002";"mg12";"low";NA
"1482";"2003";"mg12";"low";NA
"1483";"2004";"mg12";"low";NA
"1484";"2005";"mg12";"low";NA
"1485";"2006";"mg12";"low";NA
"1486";"2007";"mg12";"low";NA
"1487";"2008";"mg12";"low";NA
"1488";"2009";"mg12";"low";NA
"1489";"2010";"mg12";"low";NA
"1490";"2011";"mg12";"low";NA
"1491";"2012";"mg12";"low";NA
"1492";"1992";"mg1-2";"low";NA
"1493";"1993";"mg1-2";"low";NA
"1494";"1994";"mg1-2";"low";NA
"1495";"1995";"mg1-2";"low";NA
"1496";"1996";"mg1-2";"low";NA
"1497";"1997";"mg1-2";"low";NA
"1498";"1998";"mg1-2";"low";NA
"1499";"1999";"mg1-2";"low";NA
"1500";"2000";"mg1-2";"low";NA
"1501";"2001";"mg1-2";"low";NA
"1502";"2002";"mg1-2";"low";NA
"1503";"2003";"mg1-2";"low";NA
"1504";"2004";"mg1-2";"low";NA
"1505";"2005";"mg1-2";"low";NA
"1506";"2006";"mg1-2";"low";NA
"1507";"2007";"mg1-2";"low";NA
"1508";"2008";"mg1-2";"low";NA
"1509";"2009";"mg1-2";"low";NA
"1510";"2010";"mg1-2";"low";NA
"1511";"2011";"mg1-2";"low";NA
"1512";"2012";"mg1-2";"low";NA
"1513";"1992";"Mg1-2";"low";NA
"1514";"1993";"Mg1-2";"low";NA
"1515";"1994";"Mg1-2";"low";NA
"1516";"1995";"Mg1-2";"low";NA
"1517";"1996";"Mg1-2";"low";NA
"1518";"1997";"Mg1-2";"low";NA
"1519";"1998";"Mg1-2";"low";NA
"1520";"1999";"Mg1-2";"low";NA
"1521";"2000";"Mg1-2";"low";NA
"1522";"2001";"Mg1-2";"low";NA
"1523";"2002";"Mg1-2";"low";NA
"1524";"2003";"Mg1-2";"low";NA
"1525";"2004";"Mg1-2";"low";NA
"1526";"2005";"Mg1-2";"low";NA
"1527";"2006";"Mg1-2";"low";NA
"1528";"2007";"Mg1-2";"low";NA
"1529";"2008";"Mg1-2";"low";NA
"1530";"2009";"Mg1-2";"low";NA
"1531";"2010";"Mg1-2";"low";NA
"1532";"2011";"Mg1-2";"low";NA
"1533";"2012";"Mg1-2";"low";NA
"1534";"1992";"mg13";"low";NA
"1535";"1993";"mg13";"low";150
"1536";"1994";"mg13";"low";NA
"1537";"1995";"mg13";"low";NA
"1538";"1996";"mg13";"low";NA
"1539";"1997";"mg13";"low";NA
"1540";"1998";"mg13";"low";NA
"1541";"1999";"mg13";"low";NA
"1542";"2000";"mg13";"low";NA
"1543";"2001";"mg13";"low";NA
"1544";"2002";"mg13";"low";NA
"1545";"2003";"mg13";"low";NA
"1546";"2004";"mg13";"low";NA
"1547";"2005";"mg13";"low";NA
"1548";"2006";"mg13";"low";NA
"1549";"2007";"mg13";"low";NA
"1550";"2008";"mg13";"low";NA
"1551";"2009";"mg13";"low";NA
"1552";"2010";"mg13";"low";NA
"1553";"2011";"mg13";"low";NA
"1554";"2012";"mg13";"low";NA
"1555";"1992";"mg1-3";"low";NA
"1556";"1993";"mg1-3";"low";NA
"1557";"1994";"mg1-3";"low";NA
"1558";"1995";"mg1-3";"low";NA
"1559";"1996";"mg1-3";"low";NA
"1560";"1997";"mg1-3";"low";NA
"1561";"1998";"mg1-3";"low";NA
"1562";"1999";"mg1-3";"low";NA
"1563";"2000";"mg1-3";"low";NA
"1564";"2001";"mg1-3";"low";NA
"1565";"2002";"mg1-3";"low";NA
"1566";"2003";"mg1-3";"low";NA
"1567";"2004";"mg1-3";"low";NA
"1568";"2005";"mg1-3";"low";NA
"1569";"2006";"mg1-3";"low";NA
"1570";"2007";"mg1-3";"low";NA
"1571";"2008";"mg1-3";"low";NA
"1572";"2009";"mg1-3";"low";NA
"1573";"2010";"mg1-3";"low";NA
"1574";"2011";"mg1-3";"low";NA
"1575";"2012";"mg1-3";"low";NA
"1576";"1992";"Mg1-3";"low";NA
"1577";"1993";"Mg1-3";"low";NA
"1578";"1994";"Mg1-3";"low";NA
"1579";"1995";"Mg1-3";"low";NA
"1580";"1996";"Mg1-3";"low";NA
"1581";"1997";"Mg1-3";"low";NA
"1582";"1998";"Mg1-3";"low";NA
"1583";"1999";"Mg1-3";"low";NA
"1584";"2000";"Mg1-3";"low";NA
"1585";"2001";"Mg1-3";"low";NA
"1586";"2002";"Mg1-3";"low";NA
"1587";"2003";"Mg1-3";"low";NA
"1588";"2004";"Mg1-3";"low";NA
"1589";"2005";"Mg1-3";"low";NA
"1590";"2006";"Mg1-3";"low";NA
"1591";"2007";"Mg1-3";"low";NA
"1592";"2008";"Mg1-3";"low";NA
"1593";"2009";"Mg1-3";"low";NA
"1594";"2010";"Mg1-3";"low";NA
"1595";"2011";"Mg1-3";"low";NA
"1596";"2012";"Mg1-3";"low";NA
"1597";"1992";"mg14";"low";NA
"1598";"1993";"mg14";"low";NA
"1599";"1994";"mg14";"low";NA
"1600";"1995";"mg14";"low";NA
"1601";"1996";"mg14";"low";NA
"1602";"1997";"mg14";"low";NA
"1603";"1998";"mg14";"low";NA
"1604";"1999";"mg14";"low";NA
"1605";"2000";"mg14";"low";NA
"1606";"2001";"mg14";"low";NA
"1607";"2002";"mg14";"low";NA
"1608";"2003";"mg14";"low";NA
"1609";"2004";"mg14";"low";NA
"1610";"2005";"mg14";"low";NA
"1611";"2006";"mg14";"low";NA
"1612";"2007";"mg14";"low";NA
"1613";"2008";"mg14";"low";NA
"1614";"2009";"mg14";"low";NA
"1615";"2010";"mg14";"low";NA
"1616";"2011";"mg14";"low";NA
"1617";"2012";"mg14";"low";NA
"1618";"1992";"mg15";"low";NA
"1619";"1993";"mg15";"low";NA
"1620";"1994";"mg15";"low";NA
"1621";"1995";"mg15";"low";NA
"1622";"1996";"mg15";"low";NA
"1623";"1997";"mg15";"low";NA
"1624";"1998";"mg15";"low";NA
"1625";"1999";"mg15";"low";NA
"1626";"2000";"mg15";"low";NA
"1627";"2001";"mg15";"low";NA
"1628";"2002";"mg15";"low";NA
"1629";"2003";"mg15";"low";NA
"1630";"2004";"mg15";"low";NA
"1631";"2005";"mg15";"low";NA
"1632";"2006";"mg15";"low";NA
"1633";"2007";"mg15";"low";NA
"1634";"2008";"mg15";"low";NA
"1635";"2009";"mg15";"low";NA
"1636";"2010";"mg15";"low";NA
"1637";"2011";"mg15";"low";NA
"1638";"2012";"mg15";"low";NA
"1639";"1992";"mg16";"low";20
"1640";"1993";"mg16";"low";NA
"1641";"1994";"mg16";"low";NA
"1642";"1995";"mg16";"low";NA
"1643";"1996";"mg16";"low";NA
"1644";"1997";"mg16";"low";NA
"1645";"1998";"mg16";"low";NA
"1646";"1999";"mg16";"low";NA
"1647";"2000";"mg16";"low";NA
"1648";"2001";"mg16";"low";NA
"1649";"2002";"mg16";"low";NA
"1650";"2003";"mg16";"low";NA
"1651";"2004";"mg16";"low";NA
"1652";"2005";"mg16";"low";NA
"1653";"2006";"mg16";"low";NA
"1654";"2007";"mg16";"low";NA
"1655";"2008";"mg16";"low";NA
"1656";"2009";"mg16";"low";NA
"1657";"2010";"mg16";"low";NA
"1658";"2011";"mg16";"low";NA
"1659";"2012";"mg16";"low";NA
"1660";"1992";"mg17";"low";10
"1661";"1993";"mg17";"low";NA
"1662";"1994";"mg17";"low";NA
"1663";"1995";"mg17";"low";NA
"1664";"1996";"mg17";"low";NA
"1665";"1997";"mg17";"low";NA
"1666";"1998";"mg17";"low";NA
"1667";"1999";"mg17";"low";NA
"1668";"2000";"mg17";"low";NA
"1669";"2001";"mg17";"low";NA
"1670";"2002";"mg17";"low";NA
"1671";"2003";"mg17";"low";NA
"1672";"2004";"mg17";"low";NA
"1673";"2005";"mg17";"low";NA
"1674";"2006";"mg17";"low";NA
"1675";"2007";"mg17";"low";NA
"1676";"2008";"mg17";"low";NA
"1677";"2009";"mg17";"low";NA
"1678";"2010";"mg17";"low";NA
"1679";"2011";"mg17";"low";NA
"1680";"2012";"mg17";"low";NA
"1681";"1992";"mg2";"low";NA
"1682";"1993";"mg2";"low";NA
"1683";"1994";"mg2";"low";NA
"1684";"1995";"mg2";"low";NA
"1685";"1996";"mg2";"low";NA
"1686";"1997";"mg2";"low";NA
"1687";"1998";"mg2";"low";NA
"1688";"1999";"mg2";"low";NA
"1689";"2000";"mg2";"low";NA
"1690";"2001";"mg2";"low";NA
"1691";"2002";"mg2";"low";NA
"1692";"2003";"mg2";"low";NA
"1693";"2004";"mg2";"low";NA
"1694";"2005";"mg2";"low";NA
"1695";"2006";"mg2";"low";NA
"1696";"2007";"mg2";"low";NA
"1697";"2008";"mg2";"low";NA
"1698";"2009";"mg2";"low";NA
"1699";"2010";"mg2";"low";NA
"1700";"2011";"mg2";"low";NA
"1701";"2012";"mg2";"low";NA
"1702";"1992";"mg2-1";"low";NA
"1703";"1993";"mg2-1";"low";NA
"1704";"1994";"mg2-1";"low";NA
"1705";"1995";"mg2-1";"low";NA
"1706";"1996";"mg2-1";"low";NA
"1707";"1997";"mg2-1";"low";NA
"1708";"1998";"mg2-1";"low";NA
"1709";"1999";"mg2-1";"low";NA
"1710";"2000";"mg2-1";"low";NA
"1711";"2001";"mg2-1";"low";NA
"1712";"2002";"mg2-1";"low";NA
"1713";"2003";"mg2-1";"low";NA
"1714";"2004";"mg2-1";"low";NA
"1715";"2005";"mg2-1";"low";NA
"1716";"2006";"mg2-1";"low";NA
"1717";"2007";"mg2-1";"low";NA
"1718";"2008";"mg2-1";"low";NA
"1719";"2009";"mg2-1";"low";NA
"1720";"2010";"mg2-1";"low";NA
"1721";"2011";"mg2-1";"low";NA
"1722";"2012";"mg2-1";"low";NA
"1723";"1992";"Mg2-1";"low";NA
"1724";"1993";"Mg2-1";"low";NA
"1725";"1994";"Mg2-1";"low";NA
"1726";"1995";"Mg2-1";"low";NA
"1727";"1996";"Mg2-1";"low";NA
"1728";"1997";"Mg2-1";"low";NA
"1729";"1998";"Mg2-1";"low";NA
"1730";"1999";"Mg2-1";"low";NA
"1731";"2000";"Mg2-1";"low";NA
"1732";"2001";"Mg2-1";"low";NA
"1733";"2002";"Mg2-1";"low";NA
"1734";"2003";"Mg2-1";"low";NA
"1735";"2004";"Mg2-1";"low";NA
"1736";"2005";"Mg2-1";"low";NA
"1737";"2006";"Mg2-1";"low";NA
"1738";"2007";"Mg2-1";"low";NA
"1739";"2008";"Mg2-1";"low";NA
"1740";"2009";"Mg2-1";"low";NA
"1741";"2010";"Mg2-1";"low";NA
"1742";"2011";"Mg2-1";"low";NA
"1743";"2012";"Mg2-1";"low";NA
"1744";"1992";"mg2-2";"low";NA
"1745";"1993";"mg2-2";"low";NA
"1746";"1994";"mg2-2";"low";NA
"1747";"1995";"mg2-2";"low";NA
"1748";"1996";"mg2-2";"low";NA
"1749";"1997";"mg2-2";"low";NA
"1750";"1998";"mg2-2";"low";NA
"1751";"1999";"mg2-2";"low";NA
"1752";"2000";"mg2-2";"low";NA
"1753";"2001";"mg2-2";"low";NA
"1754";"2002";"mg2-2";"low";NA
"1755";"2003";"mg2-2";"low";NA
"1756";"2004";"mg2-2";"low";NA
"1757";"2005";"mg2-2";"low";NA
"1758";"2006";"mg2-2";"low";NA
"1759";"2007";"mg2-2";"low";NA
"1760";"2008";"mg2-2";"low";NA
"1761";"2009";"mg2-2";"low";NA
"1762";"2010";"mg2-2";"low";NA
"1763";"2011";"mg2-2";"low";NA
"1764";"2012";"mg2-2";"low";NA
"1765";"1992";"Mg2-2";"low";NA
"1766";"1993";"Mg2-2";"low";NA
"1767";"1994";"Mg2-2";"low";NA
"1768";"1995";"Mg2-2";"low";NA
"1769";"1996";"Mg2-2";"low";NA
"1770";"1997";"Mg2-2";"low";NA
"1771";"1998";"Mg2-2";"low";NA
"1772";"1999";"Mg2-2";"low";NA
"1773";"2000";"Mg2-2";"low";NA
"1774";"2001";"Mg2-2";"low";NA
"1775";"2002";"Mg2-2";"low";NA
"1776";"2003";"Mg2-2";"low";NA
"1777";"2004";"Mg2-2";"low";NA
"1778";"2005";"Mg2-2";"low";NA
"1779";"2006";"Mg2-2";"low";NA
"1780";"2007";"Mg2-2";"low";NA
"1781";"2008";"Mg2-2";"low";NA
"1782";"2009";"Mg2-2";"low";NA
"1783";"2010";"Mg2-2";"low";NA
"1784";"2011";"Mg2-2";"low";NA
"1785";"2012";"Mg2-2";"low";NA
"1786";"1992";"mg2-3";"low";NA
"1787";"1993";"mg2-3";"low";NA
"1788";"1994";"mg2-3";"low";NA
"1789";"1995";"mg2-3";"low";NA
"1790";"1996";"mg2-3";"low";NA
"1791";"1997";"mg2-3";"low";NA
"1792";"1998";"mg2-3";"low";NA
"1793";"1999";"mg2-3";"low";NA
"1794";"2000";"mg2-3";"low";NA
"1795";"2001";"mg2-3";"low";NA
"1796";"2002";"mg2-3";"low";NA
"1797";"2003";"mg2-3";"low";NA
"1798";"2004";"mg2-3";"low";NA
"1799";"2005";"mg2-3";"low";NA
"1800";"2006";"mg2-3";"low";NA
"1801";"2007";"mg2-3";"low";NA
"1802";"2008";"mg2-3";"low";NA
"1803";"2009";"mg2-3";"low";NA
"1804";"2010";"mg2-3";"low";NA
"1805";"2011";"mg2-3";"low";NA
"1806";"2012";"mg2-3";"low";NA
"1807";"1992";"Mg2-3";"low";NA
"1808";"1993";"Mg2-3";"low";NA
"1809";"1994";"Mg2-3";"low";NA
"1810";"1995";"Mg2-3";"low";NA
"1811";"1996";"Mg2-3";"low";NA
"1812";"1997";"Mg2-3";"low";NA
"1813";"1998";"Mg2-3";"low";NA
"1814";"1999";"Mg2-3";"low";NA
"1815";"2000";"Mg2-3";"low";NA
"1816";"2001";"Mg2-3";"low";NA
"1817";"2002";"Mg2-3";"low";NA
"1818";"2003";"Mg2-3";"low";NA
"1819";"2004";"Mg2-3";"low";NA
"1820";"2005";"Mg2-3";"low";NA
"1821";"2006";"Mg2-3";"low";NA
"1822";"2007";"Mg2-3";"low";NA
"1823";"2008";"Mg2-3";"low";NA
"1824";"2009";"Mg2-3";"low";NA
"1825";"2010";"Mg2-3";"low";NA
"1826";"2011";"Mg2-3";"low";NA
"1827";"2012";"Mg2-3";"low";NA
"1828";"1992";"mg3";"low";NA
"1829";"1993";"mg3";"low";NA
"1830";"1994";"mg3";"low";NA
"1831";"1995";"mg3";"low";NA
"1832";"1996";"mg3";"low";NA
"1833";"1997";"mg3";"low";NA
"1834";"1998";"mg3";"low";NA
"1835";"1999";"mg3";"low";NA
"1836";"2000";"mg3";"low";NA
"1837";"2001";"mg3";"low";NA
"1838";"2002";"mg3";"low";NA
"1839";"2003";"mg3";"low";NA
"1840";"2004";"mg3";"low";NA
"1841";"2005";"mg3";"low";NA
"1842";"2006";"mg3";"low";NA
"1843";"2007";"mg3";"low";NA
"1844";"2008";"mg3";"low";NA
"1845";"2009";"mg3";"low";NA
"1846";"2010";"mg3";"low";NA
"1847";"2011";"mg3";"low";NA
"1848";"2012";"mg3";"low";NA
"1849";"1992";"mg3-1";"low";NA
"1850";"1993";"mg3-1";"low";NA
"1851";"1994";"mg3-1";"low";NA
"1852";"1995";"mg3-1";"low";NA
"1853";"1996";"mg3-1";"low";NA
"1854";"1997";"mg3-1";"low";NA
"1855";"1998";"mg3-1";"low";NA
"1856";"1999";"mg3-1";"low";NA
"1857";"2000";"mg3-1";"low";NA
"1858";"2001";"mg3-1";"low";NA
"1859";"2002";"mg3-1";"low";NA
"1860";"2003";"mg3-1";"low";NA
"1861";"2004";"mg3-1";"low";NA
"1862";"2005";"mg3-1";"low";NA
"1863";"2006";"mg3-1";"low";NA
"1864";"2007";"mg3-1";"low";NA
"1865";"2008";"mg3-1";"low";NA
"1866";"2009";"mg3-1";"low";NA
"1867";"2010";"mg3-1";"low";NA
"1868";"2011";"mg3-1";"low";NA
"1869";"2012";"mg3-1";"low";NA
"1870";"1992";"Mg3-1";"low";NA
"1871";"1993";"Mg3-1";"low";NA
"1872";"1994";"Mg3-1";"low";NA
"1873";"1995";"Mg3-1";"low";NA
"1874";"1996";"Mg3-1";"low";NA
"1875";"1997";"Mg3-1";"low";NA
"1876";"1998";"Mg3-1";"low";NA
"1877";"1999";"Mg3-1";"low";NA
"1878";"2000";"Mg3-1";"low";NA
"1879";"2001";"Mg3-1";"low";NA
"1880";"2002";"Mg3-1";"low";NA
"1881";"2003";"Mg3-1";"low";NA
"1882";"2004";"Mg3-1";"low";NA
"1883";"2005";"Mg3-1";"low";NA
"1884";"2006";"Mg3-1";"low";NA
"1885";"2007";"Mg3-1";"low";NA
"1886";"2008";"Mg3-1";"low";NA
"1887";"2009";"Mg3-1";"low";NA
"1888";"2010";"Mg3-1";"low";NA
"1889";"2011";"Mg3-1";"low";NA
"1890";"2012";"Mg3-1";"low";NA
"1891";"1992";"mg3-2";"low";NA
"1892";"1993";"mg3-2";"low";NA
"1893";"1994";"mg3-2";"low";NA
"1894";"1995";"mg3-2";"low";NA
"1895";"1996";"mg3-2";"low";NA
"1896";"1997";"mg3-2";"low";NA
"1897";"1998";"mg3-2";"low";NA
"1898";"1999";"mg3-2";"low";NA
"1899";"2000";"mg3-2";"low";NA
"1900";"2001";"mg3-2";"low";NA
"1901";"2002";"mg3-2";"low";NA
"1902";"2003";"mg3-2";"low";NA
"1903";"2004";"mg3-2";"low";NA
"1904";"2005";"mg3-2";"low";NA
"1905";"2006";"mg3-2";"low";NA
"1906";"2007";"mg3-2";"low";NA
"1907";"2008";"mg3-2";"low";NA
"1908";"2009";"mg3-2";"low";NA
"1909";"2010";"mg3-2";"low";NA
"1910";"2011";"mg3-2";"low";NA
"1911";"2012";"mg3-2";"low";NA
"1912";"1992";"Mg3-2";"low";NA
"1913";"1993";"Mg3-2";"low";NA
"1914";"1994";"Mg3-2";"low";NA
"1915";"1995";"Mg3-2";"low";NA
"1916";"1996";"Mg3-2";"low";NA
"1917";"1997";"Mg3-2";"low";NA
"1918";"1998";"Mg3-2";"low";NA
"1919";"1999";"Mg3-2";"low";NA
"1920";"2000";"Mg3-2";"low";NA
"1921";"2001";"Mg3-2";"low";NA
"1922";"2002";"Mg3-2";"low";NA
"1923";"2003";"Mg3-2";"low";NA
"1924";"2004";"Mg3-2";"low";NA
"1925";"2005";"Mg3-2";"low";NA
"1926";"2006";"Mg3-2";"low";NA
"1927";"2007";"Mg3-2";"low";NA
"1928";"2008";"Mg3-2";"low";NA
"1929";"2009";"Mg3-2";"low";NA
"1930";"2010";"Mg3-2";"low";NA
"1931";"2011";"Mg3-2";"low";NA
"1932";"2012";"Mg3-2";"low";NA
"1933";"1992";"mg3-3";"low";NA
"1934";"1993";"mg3-3";"low";NA
"1935";"1994";"mg3-3";"low";NA
"1936";"1995";"mg3-3";"low";NA
"1937";"1996";"mg3-3";"low";NA
"1938";"1997";"mg3-3";"low";NA
"1939";"1998";"mg3-3";"low";NA
"1940";"1999";"mg3-3";"low";NA
"1941";"2000";"mg3-3";"low";NA
"1942";"2001";"mg3-3";"low";NA
"1943";"2002";"mg3-3";"low";NA
"1944";"2003";"mg3-3";"low";NA
"1945";"2004";"mg3-3";"low";NA
"1946";"2005";"mg3-3";"low";NA
"1947";"2006";"mg3-3";"low";NA
"1948";"2007";"mg3-3";"low";NA
"1949";"2008";"mg3-3";"low";NA
"1950";"2009";"mg3-3";"low";NA
"1951";"2010";"mg3-3";"low";NA
"1952";"2011";"mg3-3";"low";NA
"1953";"2012";"mg3-3";"low";NA
"1954";"1992";"Mg3-3";"low";NA
"1955";"1993";"Mg3-3";"low";NA
"1956";"1994";"Mg3-3";"low";NA
"1957";"1995";"Mg3-3";"low";NA
"1958";"1996";"Mg3-3";"low";NA
"1959";"1997";"Mg3-3";"low";NA
"1960";"1998";"Mg3-3";"low";NA
"1961";"1999";"Mg3-3";"low";NA
"1962";"2000";"Mg3-3";"low";NA
"1963";"2001";"Mg3-3";"low";NA
"1964";"2002";"Mg3-3";"low";NA
"1965";"2003";"Mg3-3";"low";NA
"1966";"2004";"Mg3-3";"low";NA
"1967";"2005";"Mg3-3";"low";NA
"1968";"2006";"Mg3-3";"low";NA
"1969";"2007";"Mg3-3";"low";NA
"1970";"2008";"Mg3-3";"low";NA
"1971";"2009";"Mg3-3";"low";NA
"1972";"2010";"Mg3-3";"low";NA
"1973";"2011";"Mg3-3";"low";NA
"1974";"2012";"Mg3-3";"low";NA
"1975";"1992";"mg4";"low";NA
"1976";"1993";"mg4";"low";NA
"1977";"1994";"mg4";"low";390
"1978";"1995";"mg4";"low";1100
"1979";"1996";"mg4";"low";420
"1980";"1997";"mg4";"low";380
"1981";"1998";"mg4";"low";1120
"1982";"1999";"mg4";"low";3580
"1983";"2000";"mg4";"low";720
"1984";"2001";"mg4";"low";840
"1985";"2002";"mg4";"low";930
"1986";"2003";"mg4";"low";1540
"1987";"2004";"mg4";"low";NA
"1988";"2005";"mg4";"low";830
"1989";"2006";"mg4";"low";NA
"1990";"2007";"mg4";"low";NA
"1991";"2008";"mg4";"low";NA
"1992";"2009";"mg4";"low";470
"1993";"2010";"mg4";"low";1140
"1994";"2011";"mg4";"low";NA
"1995";"2012";"mg4";"low";840
"1996";"1992";"mg4-1";"low";NA
"1997";"1993";"mg4-1";"low";NA
"1998";"1994";"mg4-1";"low";NA
"1999";"1995";"mg4-1";"low";NA
"2000";"1996";"mg4-1";"low";NA
"2001";"1997";"mg4-1";"low";NA
"2002";"1998";"mg4-1";"low";NA
"2003";"1999";"mg4-1";"low";NA
"2004";"2000";"mg4-1";"low";NA
"2005";"2001";"mg4-1";"low";NA
"2006";"2002";"mg4-1";"low";NA
"2007";"2003";"mg4-1";"low";NA
"2008";"2004";"mg4-1";"low";1440
"2009";"2005";"mg4-1";"low";NA
"2010";"2006";"mg4-1";"low";840
"2011";"2007";"mg4-1";"low";NA
"2012";"2008";"mg4-1";"low";NA
"2013";"2009";"mg4-1";"low";NA
"2014";"2010";"mg4-1";"low";NA
"2015";"2011";"mg4-1";"low";NA
"2016";"2012";"mg4-1";"low";NA
"2017";"1992";"Mg4-1";"low";NA
"2018";"1993";"Mg4-1";"low";NA
"2019";"1994";"Mg4-1";"low";NA
"2020";"1995";"Mg4-1";"low";NA
"2021";"1996";"Mg4-1";"low";NA
"2022";"1997";"Mg4-1";"low";NA
"2023";"1998";"Mg4-1";"low";NA
"2024";"1999";"Mg4-1";"low";NA
"2025";"2000";"Mg4-1";"low";NA
"2026";"2001";"Mg4-1";"low";NA
"2027";"2002";"Mg4-1";"low";NA
"2028";"2003";"Mg4-1";"low";NA
"2029";"2004";"Mg4-1";"low";NA
"2030";"2005";"Mg4-1";"low";NA
"2031";"2006";"Mg4-1";"low";NA
"2032";"2007";"Mg4-1";"low";NA
"2033";"2008";"Mg4-1";"low";750
"2034";"2009";"Mg4-1";"low";NA
"2035";"2010";"Mg4-1";"low";NA
"2036";"2011";"Mg4-1";"low";720
"2037";"2012";"Mg4-1";"low";NA
"2038";"1992";"mg4-2";"low";NA
"2039";"1993";"mg4-2";"low";NA
"2040";"1994";"mg4-2";"low";NA
"2041";"1995";"mg4-2";"low";NA
"2042";"1996";"mg4-2";"low";NA
"2043";"1997";"mg4-2";"low";NA
"2044";"1998";"mg4-2";"low";NA
"2045";"1999";"mg4-2";"low";NA
"2046";"2000";"mg4-2";"low";NA
"2047";"2001";"mg4-2";"low";NA
"2048";"2002";"mg4-2";"low";NA
"2049";"2003";"mg4-2";"low";NA
"2050";"2004";"mg4-2";"low";1530
"2051";"2005";"mg4-2";"low";NA
"2052";"2006";"mg4-2";"low";990
"2053";"2007";"mg4-2";"low";NA
"2054";"2008";"mg4-2";"low";NA
"2055";"2009";"mg4-2";"low";NA
"2056";"2010";"mg4-2";"low";NA
"2057";"2011";"mg4-2";"low";NA
"2058";"2012";"mg4-2";"low";NA
"2059";"1992";"Mg4-2";"low";NA
"2060";"1993";"Mg4-2";"low";NA
"2061";"1994";"Mg4-2";"low";NA
"2062";"1995";"Mg4-2";"low";NA
"2063";"1996";"Mg4-2";"low";NA
"2064";"1997";"Mg4-2";"low";NA
"2065";"1998";"Mg4-2";"low";NA
"2066";"1999";"Mg4-2";"low";NA
"2067";"2000";"Mg4-2";"low";NA
"2068";"2001";"Mg4-2";"low";NA
"2069";"2002";"Mg4-2";"low";NA
"2070";"2003";"Mg4-2";"low";NA
"2071";"2004";"Mg4-2";"low";NA
"2072";"2005";"Mg4-2";"low";NA
"2073";"2006";"Mg4-2";"low";NA
"2074";"2007";"Mg4-2";"low";NA
"2075";"2008";"Mg4-2";"low";480
"2076";"2009";"Mg4-2";"low";NA
"2077";"2010";"Mg4-2";"low";NA
"2078";"2011";"Mg4-2";"low";1440
"2079";"2012";"Mg4-2";"low";NA
"2080";"1992";"mg4-3";"low";NA
"2081";"1993";"mg4-3";"low";NA
"2082";"1994";"mg4-3";"low";NA
"2083";"1995";"mg4-3";"low";NA
"2084";"1996";"mg4-3";"low";NA
"2085";"1997";"mg4-3";"low";NA
"2086";"1998";"mg4-3";"low";NA
"2087";"1999";"mg4-3";"low";NA
"2088";"2000";"mg4-3";"low";NA
"2089";"2001";"mg4-3";"low";NA
"2090";"2002";"mg4-3";"low";NA
"2091";"2003";"mg4-3";"low";NA
"2092";"2004";"mg4-3";"low";1650
"2093";"2005";"mg4-3";"low";NA
"2094";"2006";"mg4-3";"low";450
"2095";"2007";"mg4-3";"low";NA
"2096";"2008";"mg4-3";"low";NA
"2097";"2009";"mg4-3";"low";NA
"2098";"2010";"mg4-3";"low";NA
"2099";"2011";"mg4-3";"low";NA
"2100";"2012";"mg4-3";"low";NA
"2101";"1992";"Mg4-3";"low";NA
